instance,customers,run,method,checkpoint,q,BestCost,BKS
12.5.4,12,6,coop,7,7/8,925.9654008399393,925.8220031419719
12.5.4,12,6,coop,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,7,coop,0,0/8,1176.2558706018904,925.8220031419719
12.5.4,12,7,coop,1,1/8,925.9654008399393,925.8220031419719
12.5.4,12,7,coop,2,2/8,925.9654008399393,925.8220031419719
12.5.4,12,7,coop,3,3/8,925.9654008399393,925.8220031419719
12.5.4,12,7,coop,4,4/8,925.9654008399393,925.8220031419719
12.5.4,12,7,coop,5,5/8,925.9654008399393,925.8220031419719
12.5.4,12,7,coop,6,6/8,925.9654008399393,925.8220031419719
12.5.4,12,7,coop,7,7/8,925.9654008399393,925.8220031419719
12.5.4,12,7,coop,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,8,coop,0,0/8,1020.8836419335563,925.8220031419719
12.5.4,12,8,coop,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,8,coop,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,8,coop,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,8,coop,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,8,coop,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,8,coop,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,8,coop,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,8,coop,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,9,coop,0,0/8,1025.2061088273638,925.8220031419719
12.5.4,12,9,coop,1,1/8,925.9654008399393,925.8220031419719
12.5.4,12,9,coop,2,2/8,925.9654008399393,925.8220031419719
12.5.4,12,9,coop,3,3/8,925.9654008399393,925.8220031419719
12.5.4,12,9,coop,4,4/8,925.9654008399393,925.8220031419719
12.5.4,12,9,coop,5,5/8,925.9654008399393,925.8220031419719
12.5.4,12,9,coop,6,6/8,925.9654008399393,925.8220031419719
12.5.4,12,9,coop,7,7/8,925.9654008399393,925.8220031419719
12.5.4,12,9,coop,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,10,coop,0,0/8,1020.8836419335563,925.8220031419719
12.5.4,12,10,coop,1,1/8,925.822003141972,925.8220031419719
12.5.4,12,10,coop,2,2/8,925.822003141972,925.8220031419719
12.5.4,12,10,coop,3,3/8,925.822003141972,925.8220031419719
12.5.4,12,10,coop,4,4/8,925.822003141972,925.8220031419719
12.5.4,12,10,coop,5,5/8,925.822003141972,925.8220031419719
12.5.4,12,10,coop,6,6/8,925.822003141972,925.8220031419719
12.5.4,12,10,coop,7,7/8,925.822003141972,925.8220031419719
12.5.4,12,10,coop,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,1,ims,0,0/8,1086.7934326834147,925.8220031419719
12.5.4,12,1,ims,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,1,ims,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,1,ims,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,1,ims,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,1,ims,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,1,ims,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,1,ims,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,1,ims,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,2,ims,0,0/8,1100.72031007252,925.8220031419719
12.5.4,12,2,ims,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,2,ims,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,2,ims,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,2,ims,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,2,ims,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,2,ims,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,2,ims,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,2,ims,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,3,ims,0,0/8,1096.3257317732578,925.8220031419719
12.5.4,12,3,ims,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,3,ims,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,3,ims,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,3,ims,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,3,ims,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,3,ims,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,3,ims,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,3,ims,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,4,ims,0,0/8,1025.2061088273638,925.8220031419719
12.5.4,12,4,ims,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,4,ims,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,4,ims,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,4,ims,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,4,ims,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,4,ims,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,4,ims,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,4,ims,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,5,ims,0,0/8,1020.8836419335563,925.8220031419719
12.5.4,12,5,ims,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,5,ims,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,5,ims,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,5,ims,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,5,ims,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,5,ims,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,5,ims,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,5,ims,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,6,ims,0,0/8,1096.3257317732578,925.8220031419719
12.5.4,12,6,ims,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,6,ims,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,6,ims,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,6,ims,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,6,ims,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,6,ims,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,6,ims,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,6,ims,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,7,ims,0,0/8,1176.2558706018904,925.8220031419719
12.5.4,12,7,ims,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,7,ims,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,7,ims,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,7,ims,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,7,ims,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,7,ims,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,7,ims,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,7,ims,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,8,ims,0,0/8,1020.8836419335563,925.8220031419719
12.5.4,12,8,ims,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,8,ims,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,8,ims,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,8,ims,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,8,ims,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,8,ims,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,8,ims,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,8,ims,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,9,ims,0,0/8,1025.2061088273638,925.8220031419719
12.5.4,12,9,ims,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,9,ims,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,9,ims,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,9,ims,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,9,ims,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,9,ims,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,9,ims,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,9,ims,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,10,ims,0,0/8,1020.8836419335563,925.8220031419719
12.5.4,12,10,ims,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,10,ims,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,10,ims,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,10,ims,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,10,ims,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,10,ims,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,10,ims,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,10,ims,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,1,sats,0,0/8,1293.3117867552885,925.8220031419719
12.5.4,12,1,sats,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,1,sats,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,1,sats,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,1,sats,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,1,sats,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,1,sats,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,1,sats,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,1,sats,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,2,sats,0,0/8,1223.8551824551744,925.8220031419719
12.5.4,12,2,sats,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,2,sats,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,2,sats,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,2,sats,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,2,sats,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,2,sats,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,2,sats,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,2,sats,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,3,sats,0,0/8,1096.3257317732578,925.8220031419719
12.5.4,12,3,sats,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,3,sats,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,3,sats,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,3,sats,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,3,sats,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,3,sats,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,3,sats,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,3,sats,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,4,sats,0,0/8,1086.7934326834147,925.8220031419719
12.5.4,12,4,sats,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,4,sats,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,4,sats,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,4,sats,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,4,sats,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,4,sats,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,4,sats,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,4,sats,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,5,sats,0,0/8,1293.3117867552885,925.8220031419719
12.5.4,12,5,sats,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,5,sats,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,5,sats,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,5,sats,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,5,sats,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,5,sats,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,5,sats,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,5,sats,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,6,sats,0,0/8,1096.3257317732578,925.8220031419719
12.5.4,12,6,sats,1,1/8,925.822003141972,925.8220031419719
12.5.4,12,6,sats,2,2/8,925.822003141972,925.8220031419719
12.5.4,12,6,sats,3,3/8,925.822003141972,925.8220031419719
12.5.4,12,6,sats,4,4/8,925.822003141972,925.8220031419719
12.5.4,12,6,sats,5,5/8,925.822003141972,925.8220031419719
12.5.4,12,6,sats,6,6/8,925.822003141972,925.8220031419719
12.5.4,12,6,sats,7,7/8,925.822003141972,925.8220031419719
12.5.4,12,6,sats,8,8/8,925.822003141972,925.8220031419719
12.5.4,12,7,sats,0,0/8,1261.063866369985,925.8220031419719
12.5.4,12,7,sats,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,7,sats,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,7,sats,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,7,sats,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,7,sats,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,7,sats,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,7,sats,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,7,sats,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,8,sats,0,0/8,1223.8551824551744,925.8220031419719
12.5.4,12,8,sats,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,8,sats,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,8,sats,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,8,sats,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,8,sats,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,8,sats,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,8,sats,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,8,sats,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,9,sats,0,0/8,1176.2558706018904,925.8220031419719
12.5.4,12,9,sats,1,1/8,925.8220031419719,925.8220031419719
12.5.4,12,9,sats,2,2/8,925.8220031419719,925.8220031419719
12.5.4,12,9,sats,3,3/8,925.8220031419719,925.8220031419719
12.5.4,12,9,sats,4,4/8,925.8220031419719,925.8220031419719
12.5.4,12,9,sats,5,5/8,925.8220031419719,925.8220031419719
12.5.4,12,9,sats,6,6/8,925.8220031419719,925.8220031419719
12.5.4,12,9,sats,7,7/8,925.8220031419719,925.8220031419719
12.5.4,12,9,sats,8,8/8,925.8220031419719,925.8220031419719
12.5.4,12,10,sats,0,0/8,1020.8836419335563,925.8220031419719
12.5.4,12,10,sats,1,1/8,925.822003141972,925.8220031419719
12.5.4,12,10,sats,2,2/8,925.822003141972,925.8220031419719
12.5.4,12,10,sats,3,3/8,925.822003141972,925.8220031419719
12.5.4,12,10,sats,4,4/8,925.822003141972,925.8220031419719
12.5.4,12,10,sats,5,5/8,925.822003141972,925.8220031419719
12.5.4,12,10,sats,6,6/8,925.822003141972,925.8220031419719
12.5.4,12,10,sats,7,7/8,925.822003141972,925.8220031419719
12.5.4,12,10,sats,8,8/8,925.822003141972,925.8220031419719
20.10.1,20,1,coop,0,0/8,1567.5658298279402,1190.6920375792722
20.10.1,20,1,coop,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,coop,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,coop,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,coop,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,coop,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,coop,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,coop,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,coop,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,coop,0,0/8,1489.483328618341,1190.6920375792722
20.10.1,20,2,coop,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,coop,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,coop,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,coop,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,coop,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,coop,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,coop,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,coop,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,coop,0,0/8,1567.5658298279402,1190.6920375792722
20.10.1,20,3,coop,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,coop,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,coop,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,coop,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,coop,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,coop,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,coop,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,coop,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,coop,0,0/8,1545.7317744531379,1190.6920375792722
20.10.1,20,4,coop,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,coop,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,coop,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,coop,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,coop,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,coop,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,coop,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,coop,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,coop,0,0/8,1541.1186129559321,1190.6920375792722
20.10.1,20,5,coop,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,coop,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,coop,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,coop,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,coop,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,coop,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,coop,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,coop,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,coop,0,0/8,1567.5658298279402,1190.6920375792722
20.10.1,20,6,coop,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,coop,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,coop,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,coop,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,coop,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,coop,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,coop,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,coop,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,coop,0,0/8,1488.462687840153,1190.6920375792722
20.10.1,20,7,coop,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,coop,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,coop,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,coop,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,coop,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,coop,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,coop,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,coop,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,coop,0,0/8,1782.4666706522712,1190.6920375792722
20.10.1,20,8,coop,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,coop,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,coop,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,coop,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,coop,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,coop,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,coop,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,coop,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,coop,0,0/8,1541.1186129559321,1190.6920375792722
20.10.1,20,9,coop,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,coop,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,coop,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,coop,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,coop,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,coop,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,coop,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,coop,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,10,coop,0,0/8,1594.5478375709608,1190.6920375792722
20.10.1,20,10,coop,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,10,coop,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,10,coop,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,10,coop,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,10,coop,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,10,coop,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,10,coop,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,10,coop,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,ims,0,0/8,1567.5658298279402,1190.6920375792722
20.10.1,20,1,ims,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,ims,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,ims,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,ims,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,ims,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,ims,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,ims,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,1,ims,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,ims,0,0/8,1489.483328618341,1190.6920375792722
20.10.1,20,2,ims,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,ims,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,ims,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,ims,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,ims,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,ims,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,ims,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,2,ims,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,ims,0,0/8,1567.5658298279402,1190.6920375792722
20.10.1,20,3,ims,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,ims,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,ims,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,ims,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,ims,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,ims,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,ims,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,3,ims,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,ims,0,0/8,1545.7317744531379,1190.6920375792722
20.10.1,20,4,ims,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,ims,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,ims,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,ims,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,ims,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,ims,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,ims,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,4,ims,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,ims,0,0/8,1541.1186129559321,1190.6920375792722
20.10.1,20,5,ims,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,ims,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,ims,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,ims,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,ims,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,ims,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,ims,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,5,ims,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,ims,0,0/8,1567.5658298279402,1190.6920375792722
20.10.1,20,6,ims,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,ims,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,ims,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,ims,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,ims,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,ims,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,ims,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,6,ims,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,ims,0,0/8,1488.462687840153,1190.6920375792722
20.10.1,20,7,ims,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,ims,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,ims,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,ims,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,ims,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,ims,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,ims,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,7,ims,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,ims,0,0/8,1782.4666706522712,1190.6920375792722
20.10.1,20,8,ims,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,ims,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,ims,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,ims,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,ims,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,ims,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,ims,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,8,ims,8,8/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,ims,0,0/8,1541.1186129559321,1190.6920375792722
20.10.1,20,9,ims,1,1/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,ims,2,2/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,ims,3,3/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,ims,4,4/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,ims,5,5/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,ims,6,6/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,ims,7,7/8,1190.6920375792722,1190.6920375792722
20.10.1,20,9,ims,8,8/8,1190.6920375792722,1190.6920375792722
