instance,n,set,Tn,run,seed,bks,ims-final,coop-final,ims-evals,coop-evals
100.20.3,100,held-out,10.0,2,200,4196.026173564053,4196.026173564053,,353165522,
100.20.3,100,held-out,10.0,3,300,4196.026173564053,4196.026173564053,,354452685,
100.20.3,100,held-out,10.0,4,400,4196.026173564053,4196.026173564053,,353909051,
100.20.3,100,held-out,10.0,5,500,4196.026173564053,4196.026173564053,,354345120,
100.20.3,100,held-out,10.0,6,600,4196.026173564053,4196.026173564053,,354631608,
100.20.3,100,held-out,10.0,7,700,4196.026173564053,4196.026173564053,,354874894,
100.20.3,100,held-out,10.0,8,800,4196.026173564053,4196.026173564053,,353365454,
100.20.3,100,held-out,10.0,9,900,4196.026173564053,4196.026173564053,,355470541,
100.20.3,100,held-out,10.0,10,1000,4196.026173564053,4196.026173564053,,352894642,
100.20.4,100,held-out,10.0,1,100,4358.966956742628,4346.9294189178345,,353512474,
100.20.4,100,held-out,10.0,2,200,4358.966956742628,4353.640033473438,,351976999,
100.20.4,100,held-out,10.0,3,300,4358.966956742628,4353.640033473438,,354567129,
100.20.4,100,held-out,10.0,4,400,4358.966956742628,4299.990207754673,,354459918,
100.20.4,100,held-out,10.0,5,500,4358.966956742628,4352.8257913615025,,353444413,
100.20.4,100,held-out,10.0,6,600,4358.966956742628,4357.673192164701,,350530421,
100.20.4,100,held-out,10.0,7,700,4358.966956742628,4346.9294189178345,,352646456,
100.20.4,100,held-out,10.0,8,800,4358.966956742628,4407.041494640676,,353117798,
100.20.4,100,held-out,10.0,9,900,4358.966956742628,4346.9294189178345,,352663653,
100.20.4,100,held-out,10.0,10,1000,4358.966956742628,4346.9294189178345,,351811059,
100.30.1,100,held-out,10.0,1,100,8802.906637815562,8812.61043020927,,381842483,
100.30.1,100,held-out,10.0,2,200,8802.906637815562,8822.80248612368,,380665476,
100.30.1,100,held-out,10.0,3,300,8802.906637815562,8805.119479474328,,381680385,
100.30.1,100,held-out,10.0,4,400,8802.906637815562,8802.570255129329,,378426070,
100.30.1,100,held-out,10.0,5,500,8802.906637815562,8804.592671573088,,382205347,
100.30.1,100,held-out,10.0,6,600,8802.906637815562,8805.119479474328,,379089215,
100.30.1,100,held-out,10.0,7,700,8802.906637815562,8793.87206577618,,382865886,
100.30.1,100,held-out,10.0,8,800,8802.906637815562,8803.099332840164,,378357139,
100.30.1,100,held-out,10.0,9,900,8802.906637815562,8796.298298991795,,381653693,
100.30.1,100,held-out,10.0,10,1000,8802.906637815562,8811.65963041113,,381530106,
100.30.2,100,held-out,10.0,1,100,8596.156616642891,8576.800271873562,,382500136,
100.30.2,100,held-out,10.0,2,200,8596.156616642891,8603.497831383484,,381838819,
100.30.2,100,held-out,10.0,3,300,8596.156616642891,8596.156616642891,,380680275,
100.30.2,100,held-out,10.0,4,400,8596.156616642891,8626.289625156154,,381814820,
100.30.2,100,held-out,10.0,5,500,8596.156616642891,8605.050750114715,,382068774,
100.30.2,100,held-out,10.0,6,600,8596.156616642891,8589.537836332765,,378006513,
100.30.2,100,held-out,10.0,7,700,8596.156616642891,8595.418119559476,,379279990,
100.30.2,100,held-out,10.0,8,800,8596.156616642891,8596.156616642891,,380640692,
100.30.2,100,held-out,10.0,9,900,8596.156616642891,8579.300964131882,,377509266,
100.30.2,100,held-out,10.0,10,1000,8596.156616642891,8589.537836332765,,382784054,
100.30.3,100,held-out,10.0,1,100,8911.06827772304,8911.247832565732,,375238422,
100.30.3,100,held-out,10.0,2,200,8911.06827772304,8900.82393837265,,377562255,
100.30.3,100,held-out,10.0,3,300,8911.06827772304,8911.06827772304,,377028878,
100.30.3,100,held-out,10.0,4,400,8911.06827772304,8906.667983442867,,378016616,
100.30.3,100,held-out,10.0,5,500,8911.06827772304,8900.82393837265,,377542918,
100.30.3,100,held-out,10.0,6,600,8911.06827772304,8900.82393837265,,378296818,
100.30.3,100,held-out,10.0,7,700,8911.06827772304,8900.82393837265,,375883427,
100.30.3,100,held-out,10.0,8,800,8911.06827772304,8900.82393837265,,378356912,
100.30.3,100,held-out,10.0,9,900,8911.06827772304,8904.6157328858,,378020625,
100.30.3,100,held-out,10.0,10,1000,8911.06827772304,8900.82393837265,,379055927,
100.30.4,100,held-out,10.0,1,100,8652.420055276289,8677.904715144809,,382812436,
100.30.4,100,held-out,10.0,2,200,8652.420055276289,8681.029656012852,,384010226,
100.30.4,100,held-out,10.0,3,300,8652.420055276289,8681.029656012852,,382297513,
100.30.4,100,held-out,10.0,4,400,8652.420055276289,8652.420055276289,,384272065,
100.30.4,100,held-out,10.0,5,500,8652.420055276289,8681.029656012852,,381826082,
100.30.4,100,held-out,10.0,6,600,8652.420055276289,8681.029656012852,,384122274,
100.30.4,100,held-out,10.0,7,700,8652.420055276289,8681.029656012852,,383273867,
100.30.4,100,held-out,10.0,8,800,8652.420055276289,8681.029656012852,,384527917,
100.30.4,100,held-out,10.0,9,900,8652.420055276289,8681.029656012852,,384579105,
100.30.4,100,held-out,10.0,10,1000,8652.420055276289,8652.420055276289,,382888648,
100.40.1,100,held-out,10.0,1,100,14597.806171695585,14612.005288433378,,380855765,
100.40.1,100,held-out,10.0,2,200,14597.806171695585,14580.09303576868,,383727608,
100.40.1,100,held-out,10.0,3,300,14597.806171695585,14557.547798736625,,382339226,
100.40.1,100,held-out,10.0,4,400,14597.806171695585,14558.19366884097,,383379839,
100.40.1,100,held-out,10.0,5,500,14597.806171695585,14588.918636678944,,382309474,
100.40.1,100,held-out,10.0,6,600,14597.806171695585,14563.652582984138,,381774841,
100.40.1,100,held-out,10.0,7,700,14597.806171695585,14542.528868503869,,383029395,
100.40.1,100,held-out,10.0,8,800,14597.806171695585,14571.769787827972,,382342905,
100.40.1,100,held-out,10.0,9,900,14597.806171695585,14546.4277488713,,381862424,
100.40.1,100,held-out,10.0,10,1000,14597.806171695585,14583.397438242011,,382112863,
100.40.2,100,held-out,10.0,1,100,15140.897143470993,15150.506587912994,,379906290,
100.40.2,100,held-out,10.0,2,200,15140.897143470993,15150.506587912994,,379069610,
100.40.2,100,held-out,10.0,3,300,15140.897143470993,15147.069833133632,,379543868,
100.40.2,100,held-out,10.0,4,400,15140.897143470993,15150.506587912994,,379951319,
100.40.2,100,held-out,10.0,5,500,15140.897143470993,15150.506587912994,,379935689,
100.40.2,100,held-out,10.0,6,600,15140.897143470993,15150.506587912994,,379397999,
100.40.2,100,held-out,10.0,7,700,15140.897143470993,15154.71049399005,,379807975,
100.40.2,100,held-out,10.0,8,800,15140.897143470993,15150.506587912996,,379957883,
100.40.2,100,held-out,10.0,9,900,15140.897143470993,15150.506587912996,,379873003,
100.40.2,100,held-out,10.0,10,1000,15140.897143470993,15117.575867524285,,379056025,
100.40.3,100,held-out,10.0,1,100,15196.663620913252,15158.795480286335,,377963212,
100.40.3,100,held-out,10.0,2,200,15196.663620913252,15170.284377501826,,377178365,
100.40.3,100,held-out,10.0,3,300,15196.663620913252,15143.723885611029,,377223790,
100.40.3,100,held-out,10.0,4,400,15196.663620913252,15164.671779696422,,377648881,
100.40.3,100,held-out,10.0,5,500,15196.663620913252,15187.620542388446,,378033808,
100.40.3,100,held-out,10.0,6,600,15196.663620913252,15164.671779696422,,377607812,
100.40.3,100,held-out,10.0,7,700,15196.663620913252,15196.663620913252,,377859278,
100.40.3,100,held-out,10.0,8,800,15196.663620913252,15204.268537904585,,377032620,
100.40.3,100,held-out,10.0,9,900,15196.663620913252,15170.284377501826,,376439728,
100.40.3,100,held-out,10.0,10,1000,15196.663620913252,15163.00475854977,,378670954,
100.40.4,100,held-out,10.0,1,100,14429.344805960223,14429.10377450032,,382557837,
100.40.4,100,held-out,10.0,2,200,14429.344805960223,14380.341734419804,,382805087,
100.40.4,100,held-out,10.0,3,300,14429.344805960223,14349.896141320365,,381891039,
100.40.4,100,held-out,10.0,4,400,14429.344805960223,14385.57859928834,,383396481,
100.40.4,100,held-out,10.0,5,500,14429.344805960223,14420.23125021558,,382189772,
100.40.4,100,held-out,10.0,6,600,14429.344805960223,14402.394885268635,,382804105,
100.40.4,100,held-out,10.0,7,700,14429.344805960223,14351.39319608506,,382587627,
100.40.4,100,held-out,10.0,8,800,14429.344805960223,14382.063228432608,,379665458,
100.40.4,100,held-out,10.0,9,900,14429.344805960223,14398.392225906728,,382669904,
100.40.4,100,held-out,10.0,10,1000,14429.344805960223,14420.23125021558,,381892974,
200.10.1,200,held-out,35.0,1,100,1443.743843767042,1440.3200487368472,,1142158115,
200.10.1,200,held-out,35.0,2,200,1443.743843767042,1443.743843767042,,1140462474,
200.10.1,200,held-out,35.0,3,300,1443.743843767042,1443.743843767042,,1142032251,
200.10.1,200,held-out,35.0,4,400,1443.743843767042,1443.743843767042,,1138881625,
200.10.1,200,held-out,35.0,5,500,1443.743843767042,1440.3200487368472,,1143316348,
200.10.1,200,held-out,35.0,6,600,1443.743843767042,1440.4557052060063,,1139646280,
200.10.1,200,held-out,35.0,7,700,1443.743843767042,1440.5412456006902,,1142435768,
200.10.1,200,held-out,35.0,8,800,1443.743843767042,1442.6389721180476,,1143309356,
200.10.1,200,held-out,35.0,9,900,1443.743843767042,1443.349623904887,,1144039321,
200.10.1,200,held-out,35.0,10,1000,1443.743843767042,1442.8465852917498,,1144263702,
200.10.2,200,tuning,35.0,1,100,1461.9667427714203,1461.9886958330972,,1140018285,
200.10.2,200,tuning,35.0,2,200,1461.9667427714203,1467.1769701187452,,1138455672,
200.10.2,200,tuning,35.0,3,300,1461.9667427714203,1452.1661514769394,,1134057091,
200.10.2,200,tuning,35.0,4,400,1461.9667427714203,1465.2259564607837,,1140460019,
200.10.2,200,tuning,35.0,5,500,1461.9667427714203,1465.9349167154342,,1141138876,
200.10.2,200,tuning,35.0,6,600,1461.9667427714203,1468.3554583230105,,1142381599,
200.10.2,200,tuning,35.0,7,700,1461.9667427714203,1460.3782954794763,,1138488417,
200.10.2,200,tuning,35.0,8,800,1461.9667427714203,1457.5062307083242,,1139121777,
200.10.2,200,tuning,35.0,9,900,1461.9667427714203,1465.720192044926,,1141624759,
200.10.2,200,tuning,35.0,10,1000,1461.9667427714203,1467.1761958308175,,1137014327,
200.10.3,200,held-out,35.0,1,100,1449.530538607773,1448.1271824722696,,1148029721,
200.10.3,200,held-out,35.0,2,200,1449.530538607773,1445.0264424330792,,1147451460,
200.10.3,200,held-out,35.0,3,300,1449.530538607773,1449.0484968806281,,1150576558,
200.10.3,200,held-out,35.0,4,400,1449.530538607773,1436.237314593677,,1146715490,
200.10.3,200,held-out,35.0,5,500,1449.530538607773,1448.4581722481946,,1147877042,
200.10.3,200,held-out,35.0,6,600,1449.530538607773,1437.2262659364592,,1150142125,
200.10.3,200,held-out,35.0,7,700,1449.530538607773,1434.7890777757586,,1146240791,
200.10.3,200,held-out,35.0,8,800,1449.530538607773,1429.955360039029,,1147448784,
200.10.3,200,held-out,35.0,9,900,1449.530538607773,1433.481009623045,,1147938850,
200.10.3,200,held-out,35.0,10,1000,1449.530538607773,1429.8865812756703,,1146109924,
200.10.4,200,held-out,35.0,1,100,1500.3001822115361,1498.0656174673563,,1137598947,
200.10.4,200,held-out,35.0,2,200,1500.3001822115361,1497.158835817767,,1132626495,
200.10.4,200,held-out,35.0,3,300,1500.3001822115361,1499.9551220876433,,1135978511,
200.10.4,200,held-out,35.0,4,400,1500.3001822115361,1494.5293634034826,,1140144102,
200.10.4,200,held-out,35.0,5,500,1500.3001822115361,1495.878370830511,,1138408424,
200.10.4,200,held-out,35.0,6,600,1500.3001822115361,1494.582166389482,,1137542595,
200.10.4,200,held-out,35.0,7,700,1500.3001822115361,1498.0656174673566,,1140325669,
200.10.4,200,held-out,35.0,8,800,1500.3001822115361,1500.391166391288,,1138359456,
200.10.4,200,held-out,35.0,9,900,1500.3001822115361,1497.0523285475422,,1140472832,
200.10.4,200,held-out,35.0,10,1000,1500.3001822115361,1501.657888526113,,1131069895,
200.20.1,200,held-out,35.0,1,100,3149.9828987387964,3154.523978382639,,1130533526,
200.20.1,200,held-out,35.0,2,200,3149.9828987387964,3146.4119248219095,,1132535049,
200.20.1,200,held-out,35.0,3,300,3149.9828987387964,3149.9828987387964,,1133482828,
200.20.1,200,held-out,35.0,4,400,3149.9828987387964,3148.675297092533,,1135088929,
200.20.1,200,held-out,35.0,5,500,3149.9828987387964,3154.1128654289664,,1129890234,
200.20.1,200,held-out,35.0,6,600,3149.9828987387964,3149.9828987387964,,1133964556,
200.20.1,200,held-out,35.0,7,700,3149.9828987387964,3154.112865428967,,1132044413,
200.20.1,200,held-out,35.0,8,800,3149.9828987387964,3136.4222131056845,,1133204860,
200.20.1,200,held-out,35.0,9,900,3149.9828987387964,3144.9198610651233,,1131898125,
200.20.1,200,held-out,35.0,10,1000,3149.9828987387964,3149.9828987387964,,1135746476,
200.20.2,200,held-out,35.0,1,100,3107.525723581689,3107.525723581689,,1133564672,
200.20.2,200,held-out,35.0,2,200,3107.525723581689,3107.5257235816894,,1130236816,
200.20.2,200,held-out,35.0,3,300,3107.525723581689,3107.5257235816894,,1123264594,
200.20.2,200,held-out,35.0,4,400,3107.525723581689,3130.6794192090665,,1130301397,
200.20.2,200,held-out,35.0,5,500,3107.525723581689,3107.525723581689,,1130115403,
200.20.2,200,held-out,35.0,6,600,3107.525723581689,3107.5257235816894,,1131643156,
200.20.2,200,held-out,35.0,7,700,3107.525723581689,3107.525723581689,,1129493090,
200.20.2,200,held-out,35.0,8,800,3107.525723581689,3107.525723581689,,1127779071,
200.20.2,200,held-out,35.0,9,900,3107.525723581689,3130.6794192090665,,1131632655,
200.20.2,200,held-out,35.0,10,1000,3107.525723581689,3107.525723581689,,1131399446,
200.20.3,200,held-out,35.0,1,100,3083.2606354620657,3083.2606354620657,,1130442580,
200.20.3,200,held-out,35.0,2,200,3083.2606354620657,3083.2606354620657,,1129749327,
200.20.3,200,held-out,35.0,3,300,3083.2606354620657,3083.2606354620657,,1130438397,
200.20.3,200,held-out,35.0,4,400,3083.2606354620657,3083.2606354620657,,1129292069,
200.20.3,200,held-out,35.0,5,500,3083.2606354620657,3083.2606354620657,,1131652454,
200.20.3,200,held-out,35.0,6,600,3083.2606354620657,3083.2606354620657,,1133243280,
200.20.3,200,held-out,35.0,7,700,3083.2606354620657,3083.2606354620657,,1133005339,
200.20.3,200,held-out,35.0,8,800,3083.2606354620657,3083.2606354620657,,1129394204,
200.20.3,200,held-out,35.0,9,900,3083.2606354620657,3083.260685152256,,1131907556,
200.20.3,200,held-out,35.0,10,1000,3083.2606354620657,3083.2606354620657,,1132916582,
200.20.4,200,held-out,35.0,1,100,3081.8792269655264,3076.5199443179104,,1136121689,
200.20.4,200,held-out,35.0,2,200,3081.8792269655264,3076.5199443179104,,1138469237,
200.20.4,200,held-out,35.0,3,300,3081.8792269655264,3076.5199443179104,,1138604470,
200.20.4,200,held-out,35.0,4,400,3081.8792269655264,3076.5199443179104,,1137552669,
200.20.4,200,held-out,35.0,5,500,3081.8792269655264,3076.5199443179104,,1140981860,
200.20.4,200,held-out,35.0,6,600,3081.8792269655264,3076.5199443179104,,1130419267,
200.20.4,200,held-out,35.0,7,700,3081.8792269655264,3076.5199443179104,,1140338303,
200.20.4,200,held-out,35.0,8,800,3081.8792269655264,3076.5199443179104,,1137497269,
200.20.4,200,held-out,35.0,9,900,3081.8792269655264,3076.5199443179104,,1136971872,
200.20.4,200,held-out,35.0,10,1000,3081.8792269655264,3076.5199443179104,,1137724274,
200.30.1,200,held-out,35.0,1,100,5652.840716681177,5461.504732635214,,1148369691,
200.30.1,200,held-out,35.0,2,200,5652.840716681177,5410.945804000394,,1146282261,
200.30.1,200,held-out,35.0,3,300,5652.840716681177,5254.687924885831,,1152390958,
200.30.1,200,held-out,35.0,4,400,5652.840716681177,5454.886595767047,,1147151446,
200.30.1,200,held-out,35.0,5,500,5652.840716681177,5642.869856920117,,1146875507,
200.30.1,200,held-out,35.0,6,600,5652.840716681177,5615.5198822118355,,1147120379,
200.30.1,200,held-out,35.0,7,700,5652.840716681177,5435.487104512286,,1155667322,
200.30.1,200,held-out,35.0,8,800,5652.840716681177,5179.006167506068,,1150107203,
200.30.1,200,held-out,35.0,9,900,5652.840716681177,5506.216486904065,,1146421822,
200.30.1,200,held-out,35.0,10,1000,5652.840716681177,5172.652085850743,,1148588457,
200.30.2,200,held-out,35.0,1,100,5249.198950289426,5196.148182236939,,1160162279,
200.30.2,200,held-out,35.0,2,200,5249.198950289426,5082.103933840545,,1158879703,
200.30.2,200,held-out,35.0,3,300,5249.198950289426,5124.166355769916,,1161404754,
200.30.2,200,held-out,35.0,4,400,5249.198950289426,5104.589174904373,,1155172101,
200.30.2,200,held-out,35.0,5,500,5249.198950289426,5178.838732792466,,1160393622,
200.30.2,200,held-out,35.0,6,600,5249.198950289426,5194.191556736783,,1152164508,
200.30.2,200,held-out,35.0,7,700,5249.198950289426,5306.347147534117,,1160072519,
200.30.2,200,held-out,35.0,8,800,5249.198950289426,5219.410804122206,,1160087574,
200.30.2,200,held-out,35.0,9,900,5249.198950289426,5285.276728885828,,1159907122,
200.30.2,200,held-out,35.0,10,1000,5249.198950289426,5162.910065233216,,1151754554,
200.30.3,200,held-out,35.0,1,100,6426.2400691029425,6397.889226980013,,1180444012,
200.30.3,200,held-out,35.0,2,200,6426.2400691029425,6339.606673270679,,1168800385,
200.30.3,200,held-out,35.0,3,300,6426.2400691029425,6442.825766310693,,1183958605,
200.30.3,200,held-out,35.0,4,400,6426.2400691029425,6444.126685946704,,1182448836,
200.30.3,200,held-out,35.0,5,500,6426.2400691029425,6351.491277132378,,1175089844,
200.30.3,200,held-out,35.0,6,600,6426.2400691029425,6270.842540229405,,1170136816,
200.30.3,200,held-out,35.0,7,700,6426.2400691029425,6448.245273325869,,1178333338,
200.30.3,200,held-out,35.0,8,800,6426.2400691029425,6301.355168947407,,1177606843,
200.30.3,200,held-out,35.0,9,900,6426.2400691029425,6481.245743820314,,1179447315,
200.30.3,200,held-out,35.0,10,1000,6426.2400691029425,6414.826814257603,,1181385951,
200.30.4,200,held-out,35.0,1,100,6185.35831371928,6166.581924770448,,1166685409,
200.30.4,200,held-out,35.0,2,200,6185.35831371928,6158.271152296219,,1167791630,
200.30.4,200,held-out,35.0,3,300,6185.35831371928,6098.186393407352,,1169651246,
200.30.4,200,held-out,35.0,4,400,6185.35831371928,5931.615738640853,,1165540068,
200.30.4,200,held-out,35.0,5,500,6185.35831371928,6238.999772234336,,1168678869,
200.30.4,200,held-out,35.0,6,600,6185.35831371928,6084.975841008606,,1169847522,
200.30.4,200,held-out,35.0,7,700,6185.35831371928,5884.448848466771,,1166911549,
200.30.4,200,held-out,35.0,8,800,6185.35831371928,6113.773801134063,,1166563469,
200.30.4,200,held-out,35.0,9,900,6185.35831371928,6145.364175543893,,1166943000,
200.30.4,200,held-out,35.0,10,1000,6185.35831371928,6182.17911405224,,1166833937,
200.40.1,200,tuning,35.0,1,100,9462.397190153024,9449.592408177621,,1214537637,
200.40.1,200,tuning,35.0,2,200,9462.397190153024,9451.19203573115,,1213542336,
200.40.1,200,tuning,35.0,3,300,9462.397190153024,9431.400780860213,,1212275330,
200.40.1,200,tuning,35.0,4,400,9462.397190153024,9439.944099603514,,1213541780,
200.40.1,200,tuning,35.0,5,500,9462.397190153024,9455.78833696037,,1213465474,
200.40.1,200,tuning,35.0,6,600,9462.397190153024,9483.750785758932,,1215428385,
200.40.1,200,tuning,35.0,7,700,9462.397190153024,9461.99747530741,,1215608715,
200.40.1,200,tuning,35.0,8,800,9462.397190153024,9384.155252025452,,1212602420,
200.40.1,200,tuning,35.0,9,900,9462.397190153024,9420.63891031867,,1214023749,
200.40.1,200,tuning,35.0,10,1000,9462.397190153024,9446.440091080378,,1211332672,
200.40.2,200,held-out,35.0,1,100,9507.795576638211,9479.737754655043,,1214158448,
200.40.2,200,held-out,35.0,2,200,9507.795576638211,9478.420216027613,,1217259782,
200.40.2,200,held-out,35.0,3,300,9507.795576638211,9510.618705027537,,1216134179,
200.40.2,200,held-out,35.0,4,400,9507.795576638211,9439.096817499209,,1210574126,
200.40.2,200,held-out,35.0,5,500,9507.795576638211,9510.851853279379,,1209437581,
200.40.2,200,held-out,35.0,6,600,9507.795576638211,9528.739141103557,,1216119760,
200.40.2,200,held-out,35.0,7,700,9507.795576638211,9500.680245118223,,1215490809,
200.40.2,200,held-out,35.0,8,800,9507.795576638211,9493.564130865227,,1215491311,
200.40.2,200,held-out,35.0,9,900,9507.795576638211,9517.971756692437,,1216783654,
200.40.2,200,held-out,35.0,10,1000,9507.795576638211,9456.220348121433,,1213556939,
200.40.3,200,held-out,35.0,1,100,9405.787255113217,9323.886757817221,,1213005142,
200.40.3,200,held-out,35.0,2,200,9405.787255113217,9346.709350695852,,1213737212,
200.40.3,200,held-out,35.0,3,300,9405.787255113217,9332.51829997261,,1211419530,
200.40.3,200,held-out,35.0,4,400,9405.787255113217,9336.224213534239,,1214599180,
200.40.3,200,held-out,35.0,5,500,9405.787255113217,9350.119845996058,,1210703279,
200.40.3,200,held-out,35.0,6,600,9405.787255113217,9308.557067508544,,1213714281,
200.40.3,200,held-out,35.0,7,700,9405.787255113217,9349.186638630461,,1213435307,
200.40.3,200,held-out,35.0,8,800,9405.787255113217,9306.55541874185,,1206603893,
200.40.3,200,held-out,35.0,9,900,9405.787255113217,9341.156912168379,,1214290182,
200.40.3,200,held-out,35.0,10,1000,9405.787255113217,9325.51361031665,,1213882340,
200.40.4,200,held-out,35.0,1,100,9335.570526764048,9284.275740718185,,1218540287,
200.40.4,200,held-out,35.0,2,200,9335.570526764048,9318.43104237369,,1219088031,
200.40.4,200,held-out,35.0,3,300,9335.570526764048,9357.059761747623,,1216211716,
200.40.4,200,held-out,35.0,4,400,9335.570526764048,9241.054568604892,,1220050421,
200.40.4,200,held-out,35.0,5,500,9335.570526764048,9262.152120340666,,1218379526,
200.40.4,200,held-out,35.0,6,600,9335.570526764048,9303.089481594441,,1217533532,
200.40.4,200,held-out,35.0,7,700,9335.570526764048,9318.474175366282,,1218490717,
200.40.4,200,held-out,35.0,8,800,9335.570526764048,9295.636349127775,,1216082009,
200.40.4,200,held-out,35.0,9,900,9335.570526764048,9295.54058710322,,1218687268,
200.40.4,200,held-out,35.0,10,1000,9335.570526764048,9270.588777261077,,1217087176,
500.10.1,500,held-out,700.0,1,100,1781.5993818599811,1782.277323147065,,14326325850,
500.10.1,500,held-out,700.0,2,200,1781.5993818599811,1781.3589893400567,,14327880915,
500.10.1,500,held-out,700.0,3,300,1781.5993818599811,1780.4035901110672,,14345967752,
500.10.1,500,held-out,700.0,4,400,1781.5993818599811,1786.7636697637636,,14333633959,
500.10.1,500,held-out,700.0,5,500,1781.5993818599811,1781.9170810502897,,14332718667,
500.10.1,500,held-out,700.0,6,600,1781.5993818599811,1781.8946037994215,,14334837217,
500.10.1,500,held-out,700.0,7,700,1781.5993818599811,1780.6998932128868,,14348094803,
500.10.1,500,held-out,700.0,8,800,1781.5993818599811,1778.7975389054523,,14375928142,
500.10.1,500,held-out,700.0,9,900,1781.5993818599811,1795.8510834364056,,14359394160,
500.10.1,500,held-out,700.0,10,1000,1781.5993818599811,1794.6435694161473,,14347203662,
500.10.2,500,tuning,700.0,1,100,1766.7385189018235,1762.8198913221343,,14440924495,
500.10.2,500,tuning,700.0,2,200,1766.7385189018235,1748.5728346394258,,14455118840,
500.10.2,500,tuning,700.0,3,300,1766.7385189018235,1768.8199693424447,,14425589342,
500.10.2,500,tuning,700.0,4,400,1766.7385189018235,1776.3531304518976,,14379177829,
500.10.2,500,tuning,700.0,5,500,1766.7385189018235,1754.2176225216203,,14408813667,
500.10.2,500,tuning,700.0,6,600,1766.7385189018235,1758.6849586099142,,14389937217,
500.10.2,500,tuning,700.0,7,700,1766.7385189018235,1774.7148728454347,,14441582336,
500.10.2,500,tuning,700.0,8,800,1766.7385189018235,1764.8691390464342,,14431089887,
500.10.2,500,tuning,700.0,9,900,1766.7385189018235,1765.549942570907,,14437715695,
500.10.2,500,tuning,700.0,10,1000,1766.7385189018235,1763.7744750213235,,14372442378,
500.10.3,500,held-out,700.0,1,100,1785.996460179697,1787.468749018196,,14326188931,
500.10.3,500,held-out,700.0,2,200,1785.996460179697,1767.3095436751705,,14339103153,
500.10.3,500,held-out,700.0,3,300,1785.996460179697,1770.8239163583346,,14350641985,
500.10.3,500,held-out,700.0,4,400,1785.996460179697,1782.8669522027228,,14356991482,
500.10.3,500,held-out,700.0,5,500,1785.996460179697,1782.8787655555032,,14355071830,
500.10.3,500,held-out,700.0,6,600,1785.996460179697,1791.4142533060424,,14367666832,
500.10.3,500,held-out,700.0,7,700,1785.996460179697,1772.1619450848536,,14366627939,
500.10.3,500,held-out,700.0,8,800,1785.996460179697,1782.6671513390381,,14438617060,
500.10.3,500,held-out,700.0,9,900,1785.996460179697,1782.165949698974,,14392096801,
500.10.3,500,held-out,700.0,10,1000,1785.996460179697,1769.3972309378191,,14342714977,
500.10.4,500,held-out,700.0,1,100,1769.8756117443172,1763.4146999128443,,14306388102,
500.10.4,500,held-out,700.0,2,200,1769.8756117443172,1777.01633167137,,14351031441,
