n,instance,pool_set,pool_size,strategy,run,final_cost,final_rpd_pct,pull_accept_count,pull_offer_count,ar_pct,pull_round_improved_count,er_pct,pool_diversity
200,200.40.1,po3,4,quality-only,3,9443.999462101787,-0.19442988580507561,34,50,68.0,15,44.11764705882353,0.06132707065758199
200,200.40.1,po3,4,quality-only,4,9403.381629636056,-0.6236850909025637,29,46,63.04347826086957,26,89.65517241379311,0.09234792142766697
200,200.40.1,po3,4,quality-only,5,9363.925576425594,-1.040662442598623,31,45,68.88888888888889,26,83.87096774193549,0.0
200,200.40.1,po3,4,quality-only,6,9424.441948943055,-0.4011165505657181,32,49,65.3061224489796,29,90.625,0.022141304497584145
200,200.40.1,po3,4,quality-only,7,9402.307292031772,-0.6350388481238592,28,40,70.0,26,92.85714285714286,0.23327610349406433
200,200.40.1,po3,4,quality-only,8,9447.452262146417,-0.15794018900580184,31,45,68.88888888888889,16,51.61290322580645,0.022985722830595263
200,200.40.1,po3,4,quality-only,9,9387.662842180405,-0.7898035399569834,28,50,56.00000000000001,14,50.0,0.17869727970926538
200,200.40.1,po3,4,quality-only,10,9448.644769325194,-0.14533759840626245,15,51,29.411764705882355,11,73.33333333333333,0.19659532580411854
200,200.40.1,po3,4,td-crowding,1,9431.353174834821,-0.32807770266194614,39,52,75.0,18,46.15384615384615,0.520866113942955
200,200.40.1,po3,4,td-crowding,2,9411.31750116563,-0.5398176377604426,24,51,47.05882352941176,16,66.66666666666666,0.5022117569483893
200,200.40.1,po3,4,td-crowding,3,9400.055005712784,-0.6588413399631547,32,47,68.08510638297872,20,62.5,0.5197899666886149
200,200.40.1,po3,4,td-crowding,4,9438.930699490164,-0.24799731179410528,23,44,52.27272727272727,19,82.6086956521739,0.5449285236773646
200,200.40.1,po3,4,td-crowding,5,9445.216713625072,-0.1815657933470692,25,47,53.191489361702125,14,56.00000000000001,0.5292370710021507
200,200.40.1,po3,4,td-crowding,6,9441.62785245507,-0.21949340405586332,29,48,60.416666666666664,16,55.172413793103445,0.5220359975347254
200,200.40.1,po3,4,td-crowding,7,9393.477104429214,-0.7283575645665284,27,42,64.28571428571429,16,59.25925925925925,0.5043364935251403
200,200.40.1,po3,4,td-crowding,8,9444.220744124392,-0.19209134496644664,26,45,57.77777777777777,13,50.0,0.5210994631144099
200,200.40.1,po3,4,td-crowding,9,9343.547767559769,-1.2560181125871068,23,48,47.91666666666667,22,95.65217391304348,0.5271174055291011
200,200.40.1,po3,4,td-crowding,10,9445.216713625074,-0.18156579334705,30,49,61.224489795918366,25,83.33333333333334,0.49414680649185216
200,200.40.1,po3,4,edge-crowding,1,9398.756272739334,-0.6725665403257138,30,51,58.82352941176471,21,70.0,0.4791673576672917
200,200.40.1,po3,4,edge-crowding,2,9411.31750116563,-0.5398176377604426,24,51,47.05882352941176,16,66.66666666666666,0.5022117569483893
200,200.40.1,po3,4,edge-crowding,3,9441.352617867387,-0.2224021235077353,35,50,70.0,21,60.0,0.5236083506641608
200,200.40.1,po3,4,edge-crowding,4,9433.294885369356,-0.30755742122041796,31,44,70.45454545454545,19,61.29032258064516,0.5021705939002935
200,200.40.1,po3,4,edge-crowding,5,9396.673659460108,-0.6945759026191666,27,47,57.446808510638306,15,55.55555555555556,0.5295785510262636
200,200.40.1,po3,4,edge-crowding,6,9429.579462496611,-0.3468225545484862,33,47,70.2127659574468,19,57.57575757575758,0.5267931064684167
200,200.40.1,po3,4,edge-crowding,7,9404.675297253618,-0.6100134219632424,26,44,59.09090909090909,16,61.53846153846154,0.4853008336353623
200,200.40.1,po3,4,edge-crowding,8,9444.220744124392,-0.19209134496644664,27,45,60.0,14,51.85185185185185,0.5210994631144099
200,200.40.1,po3,4,edge-crowding,9,9359.784305571891,-1.0844279997875805,28,48,58.333333333333336,20,71.42857142857143,0.5064346318004457
200,200.40.1,po3,4,edge-crowding,10,9424.027417849495,-0.4054973759023616,40,46,86.95652173913044,26,65.0,0.4854532235077151
200,200.40.1,po3,4,random-target,1,9417.220900687393,-0.4774296466084055,19,53,35.84905660377358,12,63.1578947368421,0.26864989660775335
200,200.40.1,po3,4,random-target,2,9405.993297150333,-0.5960846059324925,19,53,35.84905660377358,11,57.89473684210527,0.07077585307672167
200,200.40.1,po3,4,random-target,3,9422.440758973846,-0.42226541938821405,31,50,62.0,26,83.87096774193549,0.12040768193410399
200,200.40.1,po3,4,random-target,4,9435.637812391178,-0.2827970251522815,20,47,42.5531914893617,15,75.0,0.3377453629157485
200,200.40.1,po3,4,random-target,5,9364.574308509522,-1.0338065468790594,37,44,84.0909090909091,35,94.5945945945946,0.04754342621024368
200,200.40.1,po3,4,random-target,6,9449.90453129954,-0.13202424927252035,23,47,48.93617021276596,15,65.21739130434783,0.293003808957676
200,200.40.1,po3,4,random-target,7,9441.253111181515,-0.22345372474442626,23,44,52.27272727272727,19,82.6086956521739,0.13722047430710263
200,200.40.1,po3,4,random-target,8,9447.452262146417,-0.15794018900580184,25,45,55.55555555555556,22,88.0,0.026865564072528613
200,200.40.1,po3,4,random-target,9,9369.390800177489,-0.982905157187034,31,47,65.95744680851064,23,74.19354838709677,0.026422203009832283
200,200.40.1,po3,4,random-target,10,9444.215455357593,-0.19214723742892345,26,51,50.98039215686274,20,76.92307692307693,0.03620618197551961
500,500.10.2,po1,3,quality-only,1,1751.4854368268138,-0.8633468909983741,45,77,58.44155844155844,36,80.0,0.0014161737452956296
500,500.10.2,po1,3,quality-only,2,1741.8679420015471,-1.4077112506572549,46,81,56.79012345679012,41,89.13043478260869,0.01285640727955237
500,500.10.2,po1,3,quality-only,3,1753.2943865815669,-0.7609576729335841,58,86,67.44186046511628,47,81.03448275862068,0.02690608108254085
500,500.10.2,po1,3,quality-only,4,1746.7746967065702,-1.129981713856695,45,68,66.17647058823529,39,86.66666666666667,0.10713228856321934
500,500.10.2,po1,3,quality-only,5,1746.8308024131284,-1.1268060483035942,44,82,53.65853658536586,40,90.9090909090909,0.07128628289387658
500,500.10.2,po1,3,quality-only,6,1760.7592271344893,-0.3384367128108364,51,86,59.30232558139535,33,64.70588235294117,0.06014502058035163
500,500.10.2,po1,3,quality-only,7,1729.7196037764684,-2.0953250709881757,70,80,87.5,63,90.0,0.01766223856242245
500,500.10.2,po1,3,quality-only,8,1742.3337280970702,-1.3813470722267875,58,84,69.04761904761905,39,67.24137931034483,0.03402036093112601
500,500.10.2,po1,3,quality-only,9,1754.2893508793995,-0.7046412295443767,53,86,61.627906976744185,38,71.69811320754717,0.0
500,500.10.2,po1,3,quality-only,10,1762.9482580931415,-0.21453433929984975,55,82,67.07317073170732,34,61.81818181818181,0.002500038479630219
500,500.10.2,po1,3,td-crowding,1,1759.5790927092687,-0.4052340578958415,34,77,44.15584415584416,32,94.11764705882352,0.5312541123022513
500,500.10.2,po1,3,td-crowding,2,1751.0076421556346,-0.8903907724821063,61,82,74.39024390243902,43,70.49180327868852,0.5091396179679334
500,500.10.2,po1,3,td-crowding,3,1741.8242636555856,-1.4101835093132047,28,76,36.84210526315789,27,96.42857142857143,0.5826192409191386
500,500.10.2,po1,3,td-crowding,4,1750.374896808902,-0.9262050902186095,37,76,48.68421052631579,34,91.8918918918919,0.5830426551402408
500,500.10.2,po1,3,td-crowding,5,1738.0513487993512,-1.6237360421792197,27,77,35.064935064935064,20,74.07407407407408,0.5239288859349575
500,500.10.2,po1,3,td-crowding,6,1744.928858869027,-1.2344588516897812,48,76,63.1578947368421,33,68.75,0.5143931273578607
500,500.10.2,po1,3,td-crowding,7,1739.9159069324496,-1.5181993080700107,34,75,45.33333333333333,25,73.52941176470588,0.598348009157978
500,500.10.2,po1,3,td-crowding,8,1747.6742128574067,-1.079067776043442,31,87,35.63218390804598,31,100.0,0.5566380770781124
500,500.10.2,po1,3,td-crowding,9,1763.1762789202141,-0.201628024945284,44,88,50.0,37,84.0909090909091,0.5394601168223095
500,500.10.2,po1,3,td-crowding,10,1763.5273762633167,-0.18175539867114954,43,80,53.75,33,76.74418604651163,0.5613790581181035
500,500.10.2,po1,3,edge-crowding,1,1756.7485483841858,-0.5654470319607475,51,79,64.55696202531645,42,82.35294117647058,0.5215196027696664
500,500.10.2,po1,3,edge-crowding,2,1745.202842754314,-1.2189509606037108,42,87,48.275862068965516,33,78.57142857142857,0.5723512086559398
500,500.10.2,po1,3,edge-crowding,3,1743.7811774385875,-1.299419309514226,30,76,39.473684210526315,25,83.33333333333334,0.5756381925378752
500,500.10.2,po1,3,edge-crowding,4,1753.3021766342094,-0.7605167444906237,34,70,48.57142857142857,28,82.35294117647058,0.5822790399762273
500,500.10.2,po1,3,edge-crowding,5,1737.3914318672175,-1.6610883116335518,43,83,51.80722891566265,35,81.3953488372093,0.490527607201575
500,500.10.2,po1,3,edge-crowding,6,1747.0153693806806,-1.116359286342072,48,82,58.536585365853654,28,58.333333333333336,0.5287193793528341
500,500.10.2,po1,3,edge-crowding,7,1741.7944433411217,-1.4118713829937106,49,80,61.25000000000001,34,69.38775510204081,0.5767747219675007
500,500.10.2,po1,3,edge-crowding,8,1745.4471631216152,-1.205122068286746,32,85,37.64705882352941,31,96.875,0.5489410893944516
500,500.10.2,po1,3,edge-crowding,9,1754.8960829559985,-0.6702993011770647,44,88,50.0,38,86.36363636363636,0.5068003859273326
500,500.10.2,po1,3,edge-crowding,10,1762.5614718292716,-0.23642701100716773,53,83,63.85542168674698,36,67.9245283018868,0.5343988311793546
500,500.10.2,po1,3,random-target,1,1755.070797789818,-0.6604101844826425,45,76,59.210526315789465,38,84.44444444444444,0.2501889661358678
500,500.10.2,po1,3,random-target,2,1744.2934684728723,-1.27042288311587,63,84,75.0,54,85.71428571428571,0.10248867373806408
500,500.10.2,po1,3,random-target,3,1758.0245320325728,-0.4932244797983547,44,90,48.888888888888886,37,84.0909090909091,0.22929399020336372
500,500.10.2,po1,3,random-target,4,1740.9766283146282,-1.4581609169425036,50,74,67.56756756756756,38,76.0,0.003262529852305437
500,500.10.2,po1,3,random-target,5,1745.3965080530256,-1.2079892197099817,32,80,40.0,28,87.5,0.053045080430140085
500,500.10.2,po1,3,random-target,6,1758.653882981417,-0.4576022899773424,45,86,52.32558139534884,39,86.66666666666667,0.14973533456662716
500,500.10.2,po1,3,random-target,7,1749.0799993395283,-0.9994981924813313,49,76,64.47368421052632,38,77.55102040816327,0.27433219329634556
500,500.10.2,po1,3,random-target,8,1747.9779169609076,-1.0618776768719103,52,85,61.1764705882353,29,55.769230769230774,0.09480996318549585
500,500.10.2,po1,3,random-target,9,1750.264871863806,-0.9324326640173736,46,79,58.22784810126582,39,84.78260869565217,0.16674154333170924
500,500.10.2,po1,3,random-target,10,1761.2856206012211,-0.3086420679836518,52,80,65.0,40,76.92307692307693,0.060779246475046206
500,500.10.2,po2,4,quality-only,1,1765.7152480015118,-0.05791863874387713,42,74,56.75675675675676,33,78.57142857142857,0.11190336003442684
500,500.10.2,po2,4,quality-only,2,1762.9174140783334,-0.21628015592625272,52,91,57.14285714285714,39,75.0,0.16865250266068174
500,500.10.2,po2,4,quality-only,3,1760.9152504332358,-0.32960556450692746,55,85,64.70588235294117,33,60.0,0.0
500,500.10.2,po2,4,quality-only,4,1759.9214287576951,-0.38585733379298875,36,76,47.368421052631575,26,72.22222222222221,0.03792431954953379
500,500.10.2,po2,4,quality-only,5,1763.4809241119397,-0.18438465879538676,49,85,57.647058823529406,36,73.46938775510205,0.17253830407131684
500,500.10.2,po2,4,quality-only,6,1755.0968928509544,-0.6589331656223404,57,84,67.85714285714286,45,78.94736842105263,0.0
500,500.10.2,po2,4,quality-only,7,1745.3485910213974,-1.2107013942120703,56,78,71.7948717948718,51,91.07142857142857,0.14707805888606565
500,500.10.2,po2,4,quality-only,8,1745.9557599555146,-1.176334739066371,53,87,60.91954022988506,35,66.0377358490566,0.12322798132408623
500,500.10.2,po2,4,quality-only,9,1755.2870961536685,-0.6481673787965525,58,85,68.23529411764706,45,77.58620689655173,0.004514672686230255
500,500.10.2,po2,4,quality-only,10,1754.2172590266978,-0.7087217344934946,37,78,47.43589743589743,32,86.48648648648648,0.17619501293458426
500,500.10.2,po2,4,td-crowding,1,1755.7142756024791,-0.6239883933813153,40,71,56.33802816901409,30,75.0,0.5051230974331423
500,500.10.2,po2,4,td-crowding,2,1744.1781022623754,-1.2769527803962308,35,81,43.20987654320987,31,88.57142857142857,0.5305525423923432
500,500.10.2,po2,4,td-crowding,3,1753.790361605326,-0.7328847567406707,49,84,58.333333333333336,37,75.51020408163265,0.5766370034544349
500,500.10.2,po2,4,td-crowding,4,1739.9246454604697,-1.5177046945249608,32,69,46.3768115942029,30,93.75,0.5975488776574638
500,500.10.2,po2,4,td-crowding,5,1745.053956661514,-1.227378132548349,41,79,51.89873417721519,35,85.36585365853658,0.5340001383420997
500,500.10.2,po2,4,td-crowding,6,1746.5507496518942,-1.1426574466988844,48,76,63.1578947368421,40,83.33333333333334,0.5056837002262312
500,500.10.2,po2,4,td-crowding,7,1738.9216830019354,-1.57447384557951,40,78,51.28205128205128,39,97.5,0.6133179768548216
500,500.10.2,po2,4,td-crowding,8,1750.664038796754,-0.90983922822156,29,84,34.523809523809526,29,100.0,0.5630431328933132
500,500.10.2,po2,4,td-crowding,9,1756.1015569344834,-0.60206770008908,35,80,43.75,30,85.71428571428571,0.5277484733404426
500,500.10.2,po2,4,td-crowding,10,1762.1963294938441,-0.2570946045146893,34,81,41.9753086419753,23,67.64705882352942,0.5619672654980068
500,500.10.2,po2,4,edge-crowding,1,1754.1258016488696,-0.7138983566619544,47,72,65.27777777777779,32,68.08510638297872,0.5588448114541674
500,500.10.2,po2,4,edge-crowding,2,1737.0782974734263,-1.678812179112585,33,82,40.243902439024396,32,96.96969696969697,0.5464263386764486
500,500.10.2,po2,4,edge-crowding,3,1764.7268748859037,-0.11386201151996923,14,87,16.091954022988507,12,85.71428571428571,0.5772545593469665
500,500.10.2,po2,4,edge-crowding,4,1739.146825802127,-1.5617304317815488,37,76,48.68421052631579,33,89.1891891891892,0.5787756722426575
500,500.10.2,po2,4,edge-crowding,5,1745.809809497787,-1.1845957497460013,46,75,61.33333333333333,31,67.3913043478261,0.5033669545411895
500,500.10.2,po2,4,edge-crowding,6,1752.0341605383112,-0.8322883214575664,43,79,54.43037974683544,27,62.7906976744186,0.5016568803060175
500,500.10.2,po2,4,edge-crowding,7,1755.6360269612221,-0.6284173816226338,60,84,71.42857142857143,33,55.00000000000001,0.5846703479852358
500,500.10.2,po2,4,edge-crowding,8,1749.6946250329609,-0.9647094737854479,31,84,36.904761904761905,31,100.0,0.5630543448644355
500,500.10.2,po2,4,edge-crowding,9,1754.0965981060363,-0.7155513201605644,51,83,61.44578313253012,35,68.62745098039215,0.5302476095508829
500,500.10.2,po2,4,edge-crowding,10,1760.9852393030533,-0.3256440914836863,31,81,38.2716049382716,23,74.19354838709677,0.5801287368939337
500,500.10.2,po2,4,random-target,1,1751.1027765847036,-0.8850060238024781,58,72,80.55555555555556,49,84.48275862068965,0.13078534711053788
500,500.10.2,po2,4,random-target,2,1738.4224474055618,-1.6027313149804692,53,78,67.94871794871796,45,84.90566037735849,0.09351581115663747
500,500.10.2,po2,4,random-target,3,1767.4219314533725,0.03868215608803574,44,90,48.888888888888886,37,84.0909090909091,0.0815206476047904
500,500.10.2,po2,4,random-target,4,1746.918069775533,-1.1218665871738913,48,77,62.33766233766234,35,72.91666666666666,0.2805640734576673
500,500.10.2,po2,4,random-target,5,1739.2507635210325,-1.5558474039427712,57,74,77.02702702702703,48,84.21052631578947,0.06367659026772718
500,500.10.2,po2,4,random-target,6,1751.442022447997,-0.8658042087254927,49,86,56.97674418604651,42,85.71428571428571,0.020323659447699188
500,500.10.2,po2,4,random-target,7,1746.400720931359,-1.151149293054756,55,80,68.75,46,83.63636363636363,0.03230098236615959
500,500.10.2,po2,4,random-target,8,1743.2526049170438,-1.3293372920503352,44,83,53.01204819277109,36,81.81818181818183,0.039707381735244546
500,500.10.2,po2,4,random-target,9,1752.0266772830516,-0.8327118847171827,40,81,49.382716049382715,31,77.5,0.15532173521542456
500,500.10.2,po2,4,random-target,10,1760.579744811201,-0.34859567642475453,48,81,59.25925925925925,38,79.16666666666666,0.08253347794960002
500,500.10.2,po3,5,quality-only,1,1755.9294644934216,-0.6118083854944517,49,73,67.12328767123287,42,85.71428571428571,0.12982906449333917
500,500.10.2,po3,5,quality-only,2,1759.2049693103138,-0.4264099928150312,55,89,61.79775280898876,26,47.27272727272727,0.049545273430601534
500,500.10.2,po3,5,quality-only,3,1755.9110203586386,-0.6128523506644946,52,85,61.1764705882353,40,76.92307692307693,0.08202635320208485
500,500.10.2,po3,5,quality-only,4,1749.692730619346,-0.964816700383753,44,74,59.45945945945946,34,77.27272727272727,0.0068695864596887745
500,500.10.2,po3,5,quality-only,5,1745.3640920333173,-1.2098240141270107,47,80,58.75,30,63.829787234042556,0.015250644913052442
500,500.10.2,po3,5,quality-only,6,1752.6298257571623,-0.7985727935241325,55,86,63.95348837209303,44,80.0,0.0340280894851864
500,500.10.2,po3,5,quality-only,7,1749.850419369372,-0.9558912850866454,47,83,56.62650602409639,33,70.2127659574468,0.05267965302681843
500,500.10.2,po3,5,quality-only,8,1747.1252391011965,-1.1101404984829488,45,85,52.94117647058824,37,82.22222222222221,0.06221621951263743
500,500.10.2,po3,5,quality-only,9,1757.1917236850254,-0.5403626577821025,66,84,78.57142857142857,52,78.78787878787878,0.00413610783787327
500,500.10.2,po3,5,quality-only,10,1749.0666988264425,-1.0002510210942541,46,78,58.97435897435898,46,100.0,0.021915542445490262
500,500.10.2,po3,5,td-crowding,1,1764.7507991413145,-0.11250786345817124,26,74,35.13513513513514,13,50.0,0.5519929277250448
500,500.10.2,po3,5,td-crowding,2,1734.8966967096617,-1.8022939926590913,30,82,36.58536585365854,25,83.33333333333334,0.5644988332057915
500,500.10.2,po3,5,td-crowding,3,1744.2465511722412,-1.2730784713723742,49,83,59.036144578313255,35,71.42857142857143,0.5681777881501763
500,500.10.2,po3,5,td-crowding,4,1742.7277142348091,-1.3590468770635658,24,77,31.16883116883117,21,87.5,0.5909152522678159
500,500.10.2,po3,5,td-crowding,5,1743.889301007202,-1.2932993564222606,42,76,55.26315789473685,29,69.04761904761905,0.5149556589049118
500,500.10.2,po3,5,td-crowding,6,1745.7323730542598,-1.1889787664006284,30,77,38.961038961038966,25,83.33333333333334,0.5276932724871098
500,500.10.2,po3,5,td-crowding,7,1746.0835164674893,-1.1691035324895154,33,80,41.25,25,75.75757575757575,0.5844933222050572
500,500.10.2,po3,5,td-crowding,8,1751.4854368268145,-0.8633468909983356,26,80,32.5,26,100.0,0.5858913007459662
500,500.10.2,po3,5,td-crowding,9,1749.0864184788352,-0.9991348597505268,50,78,64.1025641025641,36,72.0,0.560150036491959
500,500.10.2,po3,5,td-crowding,10,1764.19689192466,-0.14385982701862382,41,80,51.24999999999999,35,85.36585365853658,0.5738231298836307
500,500.10.2,po3,5,edge-crowding,1,1754.2369836452099,-0.7076052920601026,37,72,51.388888888888886,23,62.16216216216216,0.5023957311508922
500,500.10.2,po3,5,edge-crowding,2,1731.69100503224,-1.9837408589115118,33,80,41.25,29,87.87878787878788,0.5567464313629518
500,500.10.2,po3,5,edge-crowding,3,1745.1493372626353,-1.2219794501683048,50,79,63.29113924050633,35,70.0,0.5689403009644128
500,500.10.2,po3,5,edge-crowding,4,1743.5443489134893,-1.3128241525379347,26,76,34.21052631578947,22,84.61538461538461,0.5844853186019222
500,500.10.2,po3,5,edge-crowding,5,1741.8242636555856,-1.4101835093132047,39,74,52.702702702702695,35,89.74358974358975,0.5199092519200417
500,500.10.2,po3,5,edge-crowding,6,1753.892782167468,-0.7270876022072609,33,79,41.77215189873418,25,75.75757575757575,0.5258828474346112
500,500.10.2,po3,5,edge-crowding,7,1751.0034843571088,-0.8906261099970388,26,81,32.098765432098766,18,69.23076923076923,0.5935714403955726
500,500.10.2,po3,5,edge-crowding,8,1750.0434580625729,-0.9449650109869092,26,81,32.098765432098766,26,100.0,0.5652872733920233
500,500.10.2,po3,5,edge-crowding,9,1751.1604608608868,-0.8817410088856676,52,83,62.65060240963856,35,67.3076923076923,0.546621800228184
500,500.10.2,po3,5,edge-crowding,10,1757.8496939624622,-0.503120571848199,41,75,54.666666666666664,31,75.60975609756098,0.5731517534240965
500,500.10.2,po3,5,random-target,1,1748.3082205738772,-1.0431820063221497,49,76,64.47368421052632,43,87.75510204081633,0.019361627895677868
500,500.10.2,po3,5,random-target,2,1740.8294886474368,-1.466489238627754,49,77,63.63636363636363,39,79.59183673469387,0.30916630506553794
500,500.10.2,po3,5,random-target,3,1758.6211457758934,-0.45945526398415054,58,86,67.44186046511628,35,60.3448275862069,0.1647860021180242
500,500.10.2,po3,5,random-target,4,1755.9364684577013,-0.6114119508095952,38,70,54.285714285714285,31,81.57894736842105,0.104780183121302
500,500.10.2,po3,5,random-target,5,1740.0846982512553,-1.5086454710420725,46,77,59.74025974025974,40,86.95652173913044,0.0
500,500.10.2,po3,5,random-target,6,1759.3892743662987,-0.4159780554336347,49,85,57.647058823529406,38,77.55102040816327,0.0020742131803279658
500,500.10.2,po3,5,random-target,7,1751.2089357984448,-0.8789972560869713,56,82,68.29268292682927,45,80.35714285714286,0.03921998952588155
500,500.10.2,po3,5,random-target,8,1743.3858387066755,-1.321796063498045,44,83,53.01204819277109,34,77.27272727272727,0.10619535908351141
500,500.10.2,po3,5,random-target,9,1761.7579558464122,-0.28190719804462666,58,84,69.04761904761905,41,70.6896551724138,0.2268501614390667
500,500.10.2,po3,5,random-target,10,1764.732531250848,-0.1135418529405401,51,82,62.19512195121951,37,72.54901960784314,0.033669476872378194
500,500.40.1,po1,3,quality-only,1,14023.972889593006,-0.8351544138364957,31,52,59.61538461538461,29,93.54838709677419,0.013256236194344559
500,500.40.1,po1,3,quality-only,2,14101.76744308243,-0.28506173004728874,33,53,62.264150943396224,29,87.87878787878788,0.13638507791276708
500,500.40.1,po1,3,quality-only,3,14083.849467747223,-0.4117614371360753,35,45,77.77777777777779,26,74.28571428571429,0.0
500,500.40.1,po1,3,quality-only,4,14042.657564453075,-0.7030333015159337,39,46,84.78260869565217,38,97.43589743589743,0.05505536993196628
500,500.40.1,po1,3,quality-only,5,14057.486457957493,-0.5981767857371167,28,44,63.63636363636363,25,89.28571428571429,0.0846939137974156
500,500.40.1,po1,3,quality-only,6,14065.874136002929,-0.5388667168464871,26,48,54.166666666666664,23,88.46153846153845,0.037687593364751866
500,500.40.1,po1,3,quality-only,7,14001.488206590577,-0.9941457450051636,34,47,72.3404255319149,32,94.11764705882352,0.011608778258133653
500,500.40.1,po1,3,quality-only,8,14097.07247397849,-0.31826030294025237,30,46,65.21739130434783,26,86.66666666666667,0.0472512028675991
500,500.40.1,po1,3,quality-only,9,14180.818584097837,0.273916403604134,36,49,73.46938775510205,25,69.44444444444444,0.04031722429525458
500,500.40.1,po1,3,quality-only,10,14110.052381634445,-0.22647814188226262,33,51,64.70588235294117,18,54.54545454545454,0.11666437188966687
500,500.40.1,po1,3,td-crowding,1,14078.836699093657,-0.44720720085819715,31,54,57.407407407407405,30,96.7741935483871,0.5390899235601897
500,500.40.1,po1,3,td-crowding,2,14071.608920789833,-0.49831550840217786,32,55,58.18181818181818,20,62.5,0.5265016830086068
500,500.40.1,po1,3,td-crowding,3,14100.12763511648,-0.29665696807396,27,46,58.69565217391305,22,81.48148148148148,0.5067146788038602
500,500.40.1,po1,3,td-crowding,4,14105.477105916994,-0.25883035145989175,30,47,63.829787234042556,25,83.33333333333334,0.4794698006220366
500,500.40.1,po1,3,td-crowding,5,14156.23354490268,0.10007325411211512,26,36,72.22222222222221,23,88.46153846153845,0.4973579024826502
500,500.40.1,po1,3,td-crowding,6,14069.619569338984,-0.5123824016422872,34,46,73.91304347826086,27,79.41176470588235,0.519776062329017
500,500.40.1,po1,3,td-crowding,7,14051.546722974761,-0.6401772165011035,40,49,81.63265306122449,28,70.0,0.48530609444456535
500,500.40.1,po1,3,td-crowding,8,14125.962564313246,-0.11397572755131613,26,44,59.09090909090909,18,69.23076923076923,0.5035999076633058
500,500.40.1,po1,3,td-crowding,9,14178.330913902253,0.2563258511439665,24,50,48.0,17,70.83333333333334,0.49194873274103196
500,500.40.1,po1,3,td-crowding,10,14056.57752207763,-0.604603957757765,23,43,53.48837209302325,20,86.95652173913044,0.4956063118969966
500,500.40.1,po1,3,edge-crowding,1,14066.532397518029,-0.5342120870911304,36,55,65.45454545454545,26,72.22222222222221,0.5072833024508261
500,500.40.1,po1,3,edge-crowding,2,14189.847949383155,0.3377639039743091,47,54,87.03703703703704,24,51.06382978723404,0.5092508409051859
500,500.40.1,po1,3,edge-crowding,3,14010.749420405293,-0.9286588216413655,28,41,68.29268292682927,24,85.71428571428571,0.5161041105084067
500,500.40.1,po1,3,edge-crowding,4,14086.111692111022,-0.3957650335859847,30,47,63.829787234042556,25,83.33333333333334,0.5105930451223457
500,500.40.1,po1,3,edge-crowding,5,14164.471095362693,0.15832175657332756,26,39,66.66666666666666,20,76.92307692307693,0.48604481852341913
500,500.40.1,po1,3,edge-crowding,6,14074.490008272476,-0.477943064902337,29,46,63.04347826086957,24,82.75862068965517,0.5155517016571947
500,500.40.1,po1,3,edge-crowding,7,14051.546722974761,-0.6401772165011035,40,49,81.63265306122449,28,70.0,0.48530609444456535
500,500.40.1,po1,3,edge-crowding,8,14096.596856264423,-0.32162344101422974,22,45,48.888888888888886,14,63.63636363636363,0.52418389439163
500,500.40.1,po1,3,edge-crowding,9,14157.148276667196,0.10654140938417475,32,49,65.3061224489796,26,81.25,0.48788651809880196
500,500.40.1,po1,3,edge-crowding,10,14085.513894068572,-0.3999921203778667,17,44,38.63636363636363,17,100.0,0.5179363001323899
500,500.40.1,po1,3,random-target,1,14128.109131926329,-0.09879714388123595,37,51,72.54901960784314,30,81.08108108108108,0.13794687773607292
500,500.40.1,po1,3,random-target,2,14027.733417485913,-0.8085633635857221,42,51,82.35294117647058,41,97.61904761904762,0.0
500,500.40.1,po1,3,random-target,3,14041.290782914548,-0.712697943717191,39,43,90.69767441860465,29,74.35897435897436,0.07676570151191832
500,500.40.1,po1,3,random-target,4,14096.711105397015,-0.3208155745358065,35,49,71.42857142857143,21,60.0,0.06199088770900093
500,500.40.1,po1,3,random-target,5,14073.205415622575,-0.48702654165827886,32,39,82.05128205128204,28,87.5,0.010252716694522546
500,500.40.1,po1,3,random-target,6,14061.36203701473,-0.5707721977652613,36,46,78.26086956521739,26,72.22222222222221,0.017185413399927567
500,500.40.1,po1,3,random-target,7,14044.803374869112,-0.68786007205815,26,47,55.319148936170215,20,76.92307692307693,0.17843747279142044
500,500.40.1,po1,3,random-target,8,14105.435658902417,-0.25912342724040643,25,45,55.55555555555556,20,80.0,0.0014019131056999129
500,500.40.1,po1,3,random-target,9,14185.029126703339,0.30368955067135656,26,50,52.0,17,65.38461538461539,0.056440160726079956
500,500.40.1,po1,3,random-target,10,14083.226259727657,-0.4161682002919123,27,48,56.25,21,77.77777777777779,0.09210662669846714
500,500.40.1,po2,4,quality-only,1,14024.188016252294,-0.8336332327761976,38,48,79.16666666666666,35,92.10526315789474,0.0
500,500.40.1,po2,4,quality-only,2,14008.494485909327,-0.9446036778429441,42,53,79.24528301886792,34,80.95238095238095,0.0936324961663985
500,500.40.1,po2,4,quality-only,3,14045.382770437798,-0.683763110907813,36,46,78.26086956521739,31,86.11111111111111,0.0700029596688808
500,500.40.1,po2,4,quality-only,4,14108.24735610405,-0.23924164901464928,35,48,72.91666666666666,31,88.57142857142857,0.09942992117295209
500,500.40.1,po2,4,quality-only,5,14055.912371880804,-0.6093072980365267,27,43,62.7906976744186,20,74.07407407407408,0.06868864598881762
